Company_Name,NAIC_Code,Filing_State,Filing_Date,LOB,Rate_Change_Type,Rate_Change_Percent,Effective_Date,Prior_Rate_Level,New_Rate_Level,Filed_Territories,Market_Share_State,Avg_Premium_Before,Avg_Premium_After,Competitor_Positioning,Product_Tier,Filed_By,Approved_Status,Approval_Date
Seaboard Indemnity Co.,70049,NC,2024-08-25,Commercial Auto,Rate Increase,7.6,2024-10-22,1.0,1.076,"NC-West, NC-Central, NC-North",6.6,2362,2542,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-09-27
Seaboard Indemnity Co.,70049,NJ,2024-06-19,Commercial Auto,Rate Decrease,-5.9,2024-08-20,1.0,0.941,"NJ-South, NJ-West, NJ-Central",1.0,1121,1055,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-08-11
Seaboard Indemnity Co.,70049,NY,2024-12-29,Commercial Auto,New Filing,0.0,2025-04-04,1.0,1.0,"NY-East, NY-Central, NY-South",6.9,2287,2287,At Market Avg,Premium,Actuarial Department,Approved,2025-02-13
Seaboard Indemnity Co.,70049,OR,2024-08-24,Commercial Auto,Rate Increase,7.1,2024-10-18,1.0,1.071,"OR-South, OR-West",1.3,1356,1452,Premium Above Market Avg,Budget,Actuarial Department,Pending,
Seaboard Indemnity Co.,70049,VA,2024-08-18,Commercial Auto,Rate Decrease,-5.6,2024-10-02,1.0,0.944,"VA-East, VA-North, VA-Central",2.4,1515,1430,Premium Below Market Avg,Premium,Actuarial Department,Approved,2024-09-29
Seaboard Indemnity Co.,70049,WA,2024-10-09,Commercial Auto,Rate Increase,10.1,2024-11-16,1.0,1.101,"WA-West, WA-East",11.8,1866,2054,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-11-23
Seaboard Indemnity Co.,70049,CA,2025-01-14,Homeowners,Rate Increase,3.8,2025-03-11,1.0,1.038,"CA-South, CA-North",5.8,1921,1994,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-02-15
Seaboard Indemnity Co.,70049,FL,2024-05-14,Homeowners,New Filing,0.0,2024-08-07,1.0,1.0,"FL-North, FL-South",1.8,2712,2712,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-06-27
Seaboard Indemnity Co.,70049,MA,2025-01-23,Homeowners,Rate Increase,5.2,2025-05-12,1.0,1.052,"MA-West, MA-Central, MA-East",4.5,1382,1454,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-02-28
Seaboard Indemnity Co.,70049,MD,2025-09-13,Homeowners,Rate Increase,8.3,2026-01-02,1.0,1.083,"MD-East, MD-West, MD-Central",6.0,1607,1740,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-11-17
Seaboard Indemnity Co.,70049,NC,2025-10-27,Homeowners,Rate Increase,1.4,2025-12-24,1.0,1.014,"NC-Central, NC-East",2.1,1933,1960,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-12-01
Seaboard Indemnity Co.,70049,NJ,2024-05-24,Homeowners,Rate Decrease,-4.4,2024-07-09,1.0,0.956,"NJ-West, NJ-East",3.9,1157,1106,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-08
Seaboard Indemnity Co.,70049,NY,2024-12-10,Homeowners,Rate Increase,8.6,2025-04-05,1.0,1.086,"NY-East, NY-South",1.0,2819,3061,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-03-22
Seaboard Indemnity Co.,70049,OR,2025-09-18,Homeowners,Rate Decrease,-4.5,2025-12-29,1.0,0.955,"OR-West, OR-Central",4.6,1873,1789,Premium Below Market Avg,Premium,Actuarial Department,Withdrawn,
Seaboard Indemnity Co.,70049,VA,2025-06-19,Homeowners,Rate Increase,9.2,2025-08-16,1.0,1.092,"VA-Central, VA-West",3.6,2943,3214,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-12
Seaboard Indemnity Co.,70049,WA,2025-07-18,Homeowners,Rate Increase,9.1,2025-09-04,1.0,1.091,"WA-Central, WA-East, WA-North",10.1,1181,1288,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-04
Seaboard Indemnity Co.,70049,CA,2025-03-30,Personal Auto,Rate Increase,9.4,2025-07-20,1.0,1.094,"CA-South, CA-Central",1.7,916,1002,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-06-10
Seaboard Indemnity Co.,70049,FL,2025-02-25,Personal Auto,Rate Increase,3.0,2025-04-27,1.0,1.03,"FL-North, FL-South, FL-East",1.1,944,972,At Market Avg,Premium,Actuarial Department,Approved,2025-03-23
Seaboard Indemnity Co.,70049,MA,2025-08-07,Personal Auto,Rate Increase,9.0,2025-11-16,1.0,1.09,"MA-South, MA-West",6.2,1393,1518,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-05
Seaboard Indemnity Co.,70049,MD,2024-10-06,Personal Auto,Rate Increase,5.7,2024-12-07,1.0,1.057,"MD-East, MD-South",1.9,1586,1676,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Seaboard Indemnity Co.,70049,NC,2025-09-06,Personal Auto,Rate Increase,8.9,2025-12-06,1.0,1.089,"NC-South, NC-Central",3.9,1150,1252,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-11-14
Seaboard Indemnity Co.,70049,NJ,2025-06-30,Personal Auto,New Filing,0.0,2025-09-13,1.0,1.0,"NJ-Central, NJ-South",7.4,918,918,At Market Avg,Premium,Actuarial Department,Approved,2025-09-02
Seaboard Indemnity Co.,70049,NY,2024-09-16,Personal Auto,Rate Decrease,-4.2,2024-12-31,1.0,0.958,"NY-East, NY-Central",3.5,1132,1084,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-14
Seaboard Indemnity Co.,70049,OR,2024-05-26,Personal Auto,Rate Increase,3.8,2024-08-02,1.0,1.038,"OR-East, OR-North, OR-Central",4.0,1544,1603,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-07-02
Seaboard Indemnity Co.,70049,VA,2025-07-01,Personal Auto,Rate Increase,5.5,2025-08-03,1.0,1.055,"VA-Central, VA-North",16.4,1384,1460,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-07-25
Seaboard Indemnity Co.,70049,WA,2024-09-16,Personal Auto,Rate Increase,11.0,2024-11-25,1.0,1.11,"WA-West, WA-Central",6.5,985,1093,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-11-10
Seaboard Indemnity Co.,70049,CA,2025-05-11,Workers Comp,Rate Increase,5.4,2025-07-11,1.0,1.054,"CA-East, CA-North",2.1,1713,1806,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-07-06
Seaboard Indemnity Co.,70049,FL,2025-05-25,Workers Comp,Rate Increase,6.6,2025-07-24,1.0,1.066,"FL-Central, FL-North",5.9,1478,1576,Premium Above Market Avg,Budget,Actuarial Department,Pending,
Seaboard Indemnity Co.,70049,MA,2025-10-24,Workers Comp,Rate Decrease,-5.9,2025-12-01,1.0,0.941,"MA-North, MA-Central",2.2,994,935,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-11-28
Seaboard Indemnity Co.,70049,MD,2025-02-22,Workers Comp,Rate Decrease,-5.7,2025-04-03,1.0,0.943,"MD-Central, MD-East",8.3,1763,1663,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Seaboard Indemnity Co.,70049,NC,2025-06-15,Workers Comp,Rate Increase,4.5,2025-10-03,1.0,1.045,"NC-East, NC-West",5.0,2153,2250,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-27
Seaboard Indemnity Co.,70049,NJ,2024-05-24,Workers Comp,New Filing,0.0,2024-09-09,1.0,1.0,"NJ-East, NJ-South",4.7,2431,2431,At Market Avg,Premium,Actuarial Department,Approved,2024-07-26
Seaboard Indemnity Co.,70049,NY,2025-08-01,Workers Comp,Rate Decrease,-6.5,2025-11-18,1.0,0.935,"NY-West, NY-North",4.0,1884,1762,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-07
Seaboard Indemnity Co.,70049,OR,2025-10-18,Workers Comp,Rate Increase,10.8,2026-02-15,1.0,1.108,"OR-East, OR-North",7.2,939,1040,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Seaboard Indemnity Co.,70049,VA,2024-11-08,Workers Comp,Rate Increase,8.6,2024-12-15,1.0,1.086,"VA-West, VA-East",5.7,1380,1499,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-28
Seaboard Indemnity Co.,70049,WA,2024-11-05,Workers Comp,Rate Increase,3.3,2025-02-10,1.0,1.033,"WA-South, WA-West",6.1,2624,2711,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-02-01
Summit Peak Casualty,57901,CA,2024-12-22,Commercial Auto,Rate Decrease,-2.5,2025-04-02,1.0,0.975,"CA-South, CA-West",2.0,1268,1236,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Summit Peak Casualty,57901,FL,2024-06-25,Commercial Auto,Rate Decrease,-6.8,2024-08-04,1.0,0.932,"FL-East, FL-North",6.0,2268,2114,Premium Below Market Avg,Mid-Tier,Actuarial Department,Rejected,
Summit Peak Casualty,57901,MA,2025-07-18,Commercial Auto,Rate Increase,1.5,2025-08-31,1.0,1.015,"MA-East, MA-South",2.8,1080,1096,At Market Avg,Mid-Tier,Actuarial Department,Rejected,
Summit Peak Casualty,57901,MD,2025-03-10,Commercial Auto,Rate Decrease,-3.8,2025-06-17,1.0,0.962,"MD-East, MD-South",4.0,2401,2310,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-05-13
Summit Peak Casualty,57901,NC,2025-10-05,Commercial Auto,Rate Increase,7.3,2026-01-17,1.0,1.073,"NC-East, NC-South",1.6,1492,1601,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-12-29
Summit Peak Casualty,57901,NJ,2025-01-15,Commercial Auto,Rate Decrease,-7.3,2025-03-21,1.0,0.927,"NJ-West, NJ-Central",0.7,1752,1624,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-03-17
Summit Peak Casualty,57901,NY,2025-03-23,Commercial Auto,Rate Increase,1.5,2025-06-28,1.0,1.015,"NY-East, NY-West, NY-North",0.9,2158,2190,At Market Avg,Budget,Actuarial Department,Approved,2025-04-23
Summit Peak Casualty,57901,OR,2024-06-30,Commercial Auto,Rate Decrease,-2.7,2024-08-14,1.0,0.973,"OR-West, OR-East",10.5,1103,1073,Premium Below Market Avg,Premium,Actuarial Department,Pending,
Summit Peak Casualty,57901,VA,2025-02-26,Commercial Auto,Rate Increase,7.2,2025-04-01,1.0,1.072,"VA-South, VA-North",5.0,2301,2467,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-03-22
Summit Peak Casualty,57901,WA,2025-03-09,Commercial Auto,New Filing,0.0,2025-06-16,1.0,1.0,"WA-Central, WA-North",9.6,1069,1069,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-05-26
Summit Peak Casualty,57901,CA,2025-11-28,Homeowners,Rate Increase,9.6,2026-02-18,1.0,1.096,"CA-Central, CA-East",6.5,2586,2834,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-12-31
Summit Peak Casualty,57901,FL,2024-05-03,Homeowners,Rate Increase,2.5,2024-08-28,1.0,1.025,"FL-Central, FL-West",6.0,3347,3431,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-06-03
Summit Peak Casualty,57901,MA,2025-02-25,Homeowners,Rate Increase,3.3,2025-06-14,1.0,1.033,"MA-East, MA-Central, MA-South",2.6,2694,2783,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-05-03
Summit Peak Casualty,57901,MD,2025-01-16,Homeowners,Rate Decrease,-7.9,2025-05-05,1.0,0.921,"MD-South, MD-Central",7.3,2860,2634,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-03-07
Summit Peak Casualty,57901,NC,2025-01-21,Homeowners,Rate Increase,7.1,2025-04-19,1.0,1.071,"NC-North, NC-East",5.7,2415,2586,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Summit Peak Casualty,57901,NJ,2025-05-18,Homeowners,Rate Increase,1.1,2025-08-11,1.0,1.011,"NJ-South, NJ-North",7.8,3015,3048,At Market Avg,Premium,Actuarial Department,Rejected,
Summit Peak Casualty,57901,NY,2024-12-25,Homeowners,Rate Increase,12.0,2025-03-12,1.0,1.12,"NY-South, NY-Central",1.0,1868,2092,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-02-24
Summit Peak Casualty,57901,OR,2024-12-14,Homeowners,Rate Decrease,-3.4,2025-03-31,1.0,0.966,"OR-East, OR-South",3.9,1642,1586,Premium Below Market Avg,Budget,Actuarial Department,Pending,
Summit Peak Casualty,57901,VA,2025-09-06,Homeowners,Rate Decrease,-4.1,2025-11-16,1.0,0.959,"VA-North, VA-South",1.6,2582,2476,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-11-07
Summit Peak Casualty,57901,WA,2024-09-09,Homeowners,Rate Increase,3.6,2024-10-13,1.0,1.036,"WA-South, WA-North",2.5,1750,1813,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-10-11
Summit Peak Casualty,57901,CA,2025-03-02,Personal Auto,Rate Increase,2.9,2025-06-02,1.0,1.029,"CA-South, CA-East",8.6,1523,1567,At Market Avg,Budget,Actuarial Department,Approved,2025-03-29
Summit Peak Casualty,57901,FL,2024-10-12,Personal Auto,Rate Decrease,-4.2,2025-01-21,1.0,0.958,"FL-East, FL-South",1.5,810,776,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-01-06
Summit Peak Casualty,57901,MA,2025-06-17,Personal Auto,Rate Decrease,-6.8,2025-08-28,1.0,0.932,"MA-South, MA-West, MA-North",2.4,1222,1139,Premium Below Market Avg,Premium,Actuarial Department,Pending,
Summit Peak Casualty,57901,MD,2025-05-30,Personal Auto,Rate Increase,6.0,2025-09-21,1.0,1.06,"MD-South, MD-West, MD-North",2.9,1351,1432,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-26
Summit Peak Casualty,57901,NC,2025-10-31,Personal Auto,Rate Increase,6.5,2026-01-07,1.0,1.065,"NC-South, NC-West",6.5,1580,1683,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-12-31
Summit Peak Casualty,57901,NJ,2025-01-30,Personal Auto,New Filing,0.0,2025-03-09,1.0,1.0,"NJ-West, NJ-North",6.8,1164,1164,At Market Avg,Budget,Actuarial Department,Approved,2025-03-04
Summit Peak Casualty,57901,NY,2025-08-30,Personal Auto,Rate Increase,5.9,2025-11-11,1.0,1.059,"NY-North, NY-West",2.9,1103,1168,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-09
Summit Peak Casualty,57901,OR,2024-10-28,Personal Auto,Rate Increase,2.3,2024-12-01,1.0,1.023,"OR-East, OR-Central",2.6,997,1020,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-03
Summit Peak Casualty,57901,VA,2024-11-18,Personal Auto,Rate Increase,3.3,2025-01-11,1.0,1.033,"VA-South, VA-West",3.3,1385,1431,Premium Above Market Avg,Premium,Actuarial Department,Rejected,
Summit Peak Casualty,57901,WA,2025-10-04,Personal Auto,Rate Decrease,-3.7,2025-11-18,1.0,0.963,"WA-East, WA-Central",5.7,812,782,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-11-13
Summit Peak Casualty,57901,CA,2024-12-13,Workers Comp,Rate Decrease,-5.7,2025-02-02,1.0,0.943,"CA-Central, CA-North",6.0,1386,1307,Premium Below Market Avg,Budget,Actuarial Department,Pending,
Summit Peak Casualty,57901,FL,2025-06-23,Workers Comp,New Filing,0.0,2025-08-18,1.0,1.0,"FL-West, FL-South",4.2,1489,1489,At Market Avg,Premium,Actuarial Department,Approved,2025-08-05
Summit Peak Casualty,57901,MA,2025-05-03,Workers Comp,Rate Increase,11.7,2025-08-21,1.0,1.117,"MA-North, MA-West",7.6,1242,1387,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Summit Peak Casualty,57901,MD,2025-10-26,Workers Comp,Rate Increase,6.9,2025-12-02,1.0,1.069,"MD-Central, MD-West",6.3,2553,2729,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-11-21
Summit Peak Casualty,57901,NC,2025-11-11,Workers Comp,Rate Increase,10.7,2026-01-03,1.0,1.107,"NC-North, NC-Central, NC-West",8.8,1101,1219,Premium Above Market Avg,Premium,Actuarial Department,Approved,2026-01-08
Summit Peak Casualty,57901,NJ,2025-01-27,Workers Comp,Rate Increase,11.9,2025-05-16,1.0,1.119,"NJ-Central, NJ-North",1.3,2563,2868,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-04-18
Summit Peak Casualty,57901,NY,2025-01-05,Workers Comp,Rate Increase,5.3,2025-02-07,1.0,1.053,"NY-West, NY-East",1.8,1467,1545,Premium Above Market Avg,Premium,Actuarial Department,Pending,
Summit Peak Casualty,57901,OR,2025-01-06,Workers Comp,Rate Increase,9.9,2025-03-31,1.0,1.099,"OR-Central, OR-South, OR-East",6.5,2805,3083,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-02-21
Summit Peak Casualty,57901,VA,2025-09-28,Workers Comp,Rate Increase,5.4,2025-11-22,1.0,1.054,"VA-North, VA-East",3.2,1925,2029,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-11-19
Summit Peak Casualty,57901,WA,2025-03-05,Workers Comp,New Filing,0.0,2025-06-20,1.0,1.0,"WA-West, WA-North, WA-South",8.2,1482,1482,At Market Avg,Premium,Actuarial Department,Approved,2025-04-23
Vista National Insurance,75937,CA,2025-08-15,Commercial Auto,Rate Increase,5.5,2025-10-18,1.0,1.055,"CA-East, CA-North, CA-Central",6.5,1341,1415,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-01
Vista National Insurance,75937,FL,2024-04-26,Commercial Auto,Rate Decrease,-2.5,2024-06-05,1.0,0.975,"FL-North, FL-South, FL-West",5.0,1149,1120,Premium Below Market Avg,Premium,Actuarial Department,Approved,2024-05-29
Vista National Insurance,75937,MA,2024-10-29,Commercial Auto,Rate Decrease,-7.5,2025-02-13,1.0,0.925,"MA-Central, MA-North",7.4,1173,1085,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-21
Vista National Insurance,75937,MD,2024-09-19,Commercial Auto,Rate Increase,1.1,2025-01-03,1.0,1.011,"MD-West, MD-South, MD-East",12.6,1738,1757,At Market Avg,Budget,Actuarial Department,Pending,
Vista National Insurance,75937,NC,2024-09-02,Commercial Auto,Rate Increase,6.7,2024-12-21,1.0,1.067,"NC-Central, NC-North",2.4,2090,2230,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-11-26
Vista National Insurance,75937,NJ,2025-04-24,Commercial Auto,Rate Increase,8.3,2025-06-11,1.0,1.083,"NJ-South, NJ-Central, NJ-West",3.3,1252,1356,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Vista National Insurance,75937,NY,2025-10-01,Commercial Auto,Rate Decrease,-5.7,2025-11-23,1.0,0.943,"NY-Central, NY-West",1.8,2471,2330,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-30
Vista National Insurance,75937,OR,2025-10-12,Commercial Auto,Rate Increase,3.6,2026-01-10,1.0,1.036,"OR-Central, OR-West",1.4,2433,2521,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-12-06
Vista National Insurance,75937,VA,2025-02-23,Commercial Auto,Rate Decrease,-1.8,2025-04-23,1.0,0.982,"VA-South, VA-West",5.3,1172,1151,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-04-06
Vista National Insurance,75937,WA,2025-09-10,Commercial Auto,Rate Decrease,-3.4,2025-10-14,1.0,0.966,"WA-North, WA-West",2.6,1655,1599,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Vista National Insurance,75937,CA,2025-02-28,Homeowners,Rate Increase,4.8,2025-04-14,1.0,1.048,"CA-North, CA-South",1.9,1720,1803,Premium Above Market Avg,Mid-Tier,Actuarial Department,Withdrawn,
Vista National Insurance,75937,FL,2025-07-25,Homeowners,Rate Decrease,-3.9,2025-08-28,1.0,0.961,"FL-West, FL-South",8.5,2802,2693,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-04
Vista National Insurance,75937,MA,2024-12-21,Homeowners,Rate Increase,1.9,2025-04-15,1.0,1.019,"MA-North, MA-West",3.6,2086,2126,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-03-23
Vista National Insurance,75937,MD,2025-09-10,Homeowners,Rate Increase,9.8,2025-11-27,1.0,1.098,"MD-South, MD-North",5.0,1208,1326,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-10-14
Vista National Insurance,75937,NC,2024-07-22,Homeowners,Rate Increase,2.4,2024-09-26,1.0,1.024,"NC-South, NC-West",8.6,1131,1158,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-08-30
Vista National Insurance,75937,NJ,2025-05-11,Homeowners,Rate Decrease,-5.5,2025-08-25,1.0,0.945,"NJ-West, NJ-East",1.6,1507,1424,Premium Below Market Avg,Premium,Actuarial Department,Rejected,
Vista National Insurance,75937,NY,2024-07-31,Homeowners,Rate Increase,9.9,2024-10-26,1.0,1.099,"NY-West, NY-Central",4.3,2285,2511,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-09-26
Vista National Insurance,75937,OR,2025-12-15,Homeowners,Rate Increase,4.6,2026-01-15,1.0,1.046,"OR-West, OR-North, OR-Central",7.6,1455,1522,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2026-01-12
Vista National Insurance,75937,VA,2024-08-07,Homeowners,Rate Decrease,-2.0,2024-11-05,1.0,0.98,"VA-East, VA-Central, VA-South",3.0,1478,1448,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-09-13
Vista National Insurance,75937,WA,2025-08-29,Homeowners,Rate Increase,3.5,2025-10-03,1.0,1.035,"WA-South, WA-East",1.5,3173,3284,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-09-29
Vista National Insurance,75937,CA,2025-04-11,Personal Auto,New Filing,0.0,2025-08-02,1.0,1.0,"CA-East, CA-North",5.3,971,971,At Market Avg,Mid-Tier,Actuarial Department,Pending,
Vista National Insurance,75937,FL,2025-10-04,Personal Auto,Rate Increase,6.0,2025-12-25,1.0,1.06,"FL-Central, FL-South",3.9,1277,1354,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-12-04
Vista National Insurance,75937,MA,2025-08-27,Personal Auto,Rate Decrease,-5.5,2025-12-11,1.0,0.945,"MA-Central, MA-West",6.1,1357,1282,Premium Below Market Avg,Mid-Tier,Actuarial Department,Rejected,
Vista National Insurance,75937,MD,2025-05-03,Personal Auto,Rate Increase,3.8,2025-07-22,1.0,1.038,"MD-North, MD-Central",12.5,1001,1039,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Vista National Insurance,75937,NC,2025-11-28,Personal Auto,Rate Increase,4.3,2026-01-16,1.0,1.043,"NC-East, NC-Central",3.4,872,909,Premium Above Market Avg,Premium,Actuarial Department,Approved,2026-01-08
Vista National Insurance,75937,NJ,2025-06-06,Personal Auto,Rate Decrease,-6.6,2025-09-30,1.0,0.934,"NJ-East, NJ-North",8.8,833,778,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-07-12
Vista National Insurance,75937,NY,2025-03-08,Personal Auto,Rate Increase,8.9,2025-06-25,1.0,1.089,"NY-South, NY-North",4.3,1165,1269,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-05-11
Vista National Insurance,75937,OR,2024-05-29,Personal Auto,New Filing,0.0,2024-08-14,1.0,1.0,"OR-North, OR-South",6.1,976,976,At Market Avg,Budget,Actuarial Department,Rejected,
Vista National Insurance,75937,VA,2024-06-17,Personal Auto,Rate Decrease,-6.2,2024-10-04,1.0,0.938,"VA-South, VA-East",4.7,1096,1028,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Vista National Insurance,75937,WA,2024-09-23,Personal Auto,Rate Increase,11.3,2024-11-04,1.0,1.113,"WA-East, WA-North",10.6,1442,1605,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-10-24
Vista National Insurance,75937,CA,2025-05-24,Workers Comp,Rate Decrease,-4.6,2025-09-19,1.0,0.954,"CA-West, CA-Central",12.8,2404,2293,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-08-22
Vista National Insurance,75937,FL,2025-03-17,Workers Comp,Rate Increase,8.9,2025-06-04,1.0,1.089,"FL-Central, FL-West",1.6,1725,1879,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-05-10
Vista National Insurance,75937,MA,2024-05-12,Workers Comp,Rate Increase,8.6,2024-07-26,1.0,1.086,"MA-West, MA-Central",4.0,2021,2195,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-04
Vista National Insurance,75937,MD,2024-08-05,Workers Comp,Rate Increase,4.9,2024-09-05,1.0,1.049,"MD-West, MD-South",11.4,1342,1408,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-09-17
Vista National Insurance,75937,NC,2024-11-12,Workers Comp,Rate Increase,11.3,2025-02-27,1.0,1.113,"NC-West, NC-Central",8.8,1469,1635,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-01-19
Vista National Insurance,75937,NJ,2024-12-10,Workers Comp,Rate Decrease,-4.8,2025-01-23,1.0,0.952,"NJ-Central, NJ-North, NJ-South",2.9,1865,1775,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-01-29
Vista National Insurance,75937,NY,2024-07-23,Workers Comp,Rate Decrease,-4.3,2024-10-23,1.0,0.957,"NY-West, NY-South, NY-Central",2.7,1830,1751,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-09
Vista National Insurance,75937,OR,2025-05-12,Workers Comp,New Filing,0.0,2025-08-25,1.0,1.0,"OR-West, OR-South",7.8,1848,1848,At Market Avg,Budget,Actuarial Department,Pending,
Vista National Insurance,75937,VA,2025-06-27,Workers Comp,Rate Increase,7.5,2025-08-28,1.0,1.075,"VA-West, VA-North",17.1,1153,1239,Premium Above Market Avg,Budget,Actuarial Department,Pending,
Vista National Insurance,75937,WA,2024-10-18,Workers Comp,Rate Increase,9.8,2024-12-26,1.0,1.098,"WA-Central, WA-North",10.5,1841,2021,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-12-04
