Company,LOB,Date,Currency,State,NetEarnedPremium_MUSD,NetWrittenPremium_MUSD,GrossWrittenPremium_MUSD,ClaimPaid_MUSD,LAE_MUSD,LossRatio_Pct,Expenses_MUSD,Retention_Ratio_Pct,Combined_Ratio_Pct,AvgSettlementDays,LitigationRate_Pct,ClaimSettlementRatio_Pct,RenewalRate_Pct,NewPoliciesIssued_Pct
Northeast Fidelity,Homeowners,12/31/2023,USD,NJ,1262,1287,1300,845,107,75.4,454,99,111.41,20,0.79,94.73,10.4,1.88
Northeast Fidelity,Homeowners,12/31/2024,USD,NJ,216,220,222,141,14,71.8,73,99.1,105.56,29,0.51,97.46,13.04,4.75
Northeast Fidelity,Homeowners,12/31/2023,USD,NY,1863,1900,1919,1248,158,75.5,671,99.01,111.49,26,0.41,96.3,11.74,1.75
Northeast Fidelity,Homeowners,12/31/2024,USD,NY,89,91,92,58,6,71.9,32,98.91,107.87,30,0.81,95.57,14.95,3.41
Northeast Fidelity,Homeowners,12/31/2023,USD,OR,800,816,824,536,68,75.5,288,99.03,111.5,29,0.72,96.31,13.95,1.3
Northeast Fidelity,Homeowners,12/31/2024,USD,OR,162,165,167,106,11,72.2,54,98.8,105.56,28,0.36,97.88,13.6,2.15
Northeast Fidelity,Homeowners,12/31/2023,USD,VA,6,7,8,4,1,83.3,2,87.5,116.67,19,0.24,94.91,13.97,1.63
Northeast Fidelity,Homeowners,12/31/2024,USD,VA,360,367,371,235,23,71.7,126,98.92,106.67,19,0.21,96.62,13.37,4.07
Northeast Fidelity,Homeowners,12/31/2023,USD,WA,436,445,449,292,37,75.5,157,99.11,111.47,19,0.85,95.56,14.39,1.81
Northeast Fidelity,Homeowners,12/31/2024,USD,WA,6,7,8,4,0,66.7,2,87.5,100,28,0.6,95.92,12.16,3.2
Northeast Fidelity,Personal Auto,12/31/2023,USD,CA,3767,3880,4332,2461,301,73.3,1188,89.57,104.86,20,2.5,94.68,12.18,2.97
Northeast Fidelity,Personal Auto,12/31/2024,USD,CA,6728,6930,7663,4304,505,71.5,2070,90.43,102.24,10,3.13,97.42,14.28,8.29
Northeast Fidelity,Personal Auto,12/31/2023,USD,FL,3664,3774,4214,2394,293,73.3,1150,89.56,104.72,22,3.17,95.59,11.51,2.46
Northeast Fidelity,Personal Auto,12/31/2024,USD,FL,2345,2415,2670,1500,176,71.5,684,90.45,100.64,20,2.32,95.44,11.86,7.71
Northeast Fidelity,Personal Auto,12/31/2023,USD,MA,3603,3711,4143,2354,288,73.3,1142,89.57,105.02,9,3.63,94.48,10.44,2.39
Northeast Fidelity,Personal Auto,12/31/2024,USD,MA,5765,5938,6566,3688,432,71.5,1755,90.44,101.91,12,2.4,95.23,13.01,5.2
Northeast Fidelity,Personal Auto,12/31/2023,USD,MD,2446,2519,2812,1598,196,73.3,798,89.58,105.97,10,3.61,96.1,11.97,2.42
Northeast Fidelity,Personal Auto,12/31/2024,USD,MD,2379,2450,2709,1522,178,71.5,737,90.44,102.44,23,3.27,96.86,14.95,9.48
Northeast Fidelity,Personal Auto,12/31/2023,USD,NC,419,432,482,274,33,73.3,132,89.63,104.77,19,3,96.79,10.92,2.4
Northeast Fidelity,Personal Auto,12/31/2024,USD,NC,485,500,553,310,36,71.3,145,90.42,101.24,14,3.45,95.73,12.74,7.66
Northeast Fidelity,Personal Auto,12/31/2023,USD,NJ,5193,5349,5972,3393,415,73.3,1624,89.57,104.6,17,2.84,95.32,13.17,2.9
Northeast Fidelity,Personal Auto,12/31/2024,USD,NJ,3472,3576,3955,2221,260,71.5,1047,90.42,101.61,20,3.19,97.31,10.67,5.64
Northeast Fidelity,Personal Auto,12/31/2023,USD,NY,5633,5802,6478,3680,451,73.3,1859,89.56,106.34,26,4,96.72,14.58,2.09
Northeast Fidelity,Personal Auto,12/31/2024,USD,NY,7535,7761,8583,4820,565,71.5,2291,90.42,101.87,24,3.82,97.76,10.38,8.98
Northeast Fidelity,Personal Auto,12/31/2023,USD,OR,1023,1054,1177,668,82,73.3,329,89.55,105.47,15,3.49,94.38,11.77,2.15
Northeast Fidelity,Personal Auto,12/31/2024,USD,OR,509,524,579,326,38,71.5,152,90.5,101.38,13,2.89,97.22,14.05,8.5
Northeast Fidelity,Personal Auto,12/31/2023,USD,VA,210,216,241,137,17,73.3,69,89.63,106.19,12,3.61,94.07,11.74,2.78
Northeast Fidelity,Personal Auto,12/31/2024,USD,VA,452,466,516,289,34,71.5,136,90.31,101.55,19,2.63,97.53,12.03,8.19
Northeast Fidelity,Personal Auto,12/31/2023,USD,WA,3082,3174,3544,2014,247,73.4,964,89.56,104.64,23,3.83,96.16,13.5,2.58
Northeast Fidelity,Personal Auto,12/31/2024,USD,WA,120,124,137,77,9,71.7,36,90.51,101.67,22,2.79,96.59,11.3,7.17
Northeast Fidelity,Workers Comp,12/31/2023,USD,CA,83,85,102,58,6,77.1,19,83.33,100,199,19.23,97.61,-1.47,1.74
Northeast Fidelity,Workers Comp,12/31/2024,USD,CA,909,927,1087,605,59,73,215,85.28,96.7,413,10.94,95.11,-1.47,0.03
Northeast Fidelity,Workers Comp,12/31/2023,USD,FL,49,50,61,34,3,75.5,11,81.97,97.96,163,12.97,97.3,-1.47,0
Northeast Fidelity,Workers Comp,12/31/2024,USD,FL,90,92,108,60,6,73.3,22,85.19,97.78,601,19.3,96.79,-1.47,0.37
Northeast Fidelity,Workers Comp,12/31/2023,USD,MA,48,49,60,34,3,77.1,12,81.67,102.08,311,17.2,96.16,-1.47,1.71
Northeast Fidelity,Workers Comp,12/31/2024,USD,MA,86,88,103,57,6,73.3,21,85.44,97.67,333,19.89,95.03,-1.47,0.35
Northeast Fidelity,Workers Comp,12/31/2023,USD,MD,30,31,38,21,2,76.7,7,81.58,100,157,14.56,96.33,-1.47,0.95
Northeast Fidelity,Workers Comp,12/31/2024,USD,MD,106,108,127,70,7,72.6,27,85.04,98.11,538,12.95,96.29,-1.47,0.36
Northeast Fidelity,Workers Comp,12/31/2023,USD,NC,5,6,8,4,0,80,1,75,100,278,16.52,97.94,-1.47,1.2
Northeast Fidelity,Workers Comp,12/31/2024,USD,NC,383,391,459,255,25,73.1,94,85.19,97.65,120,13.56,99,-1.47,0.14
Northeast Fidelity,Workers Comp,12/31/2023,USD,NJ,3,4,6,2,0,66.7,1,66.67,100,352,16.53,94.79,-1.47,0.53
Northeast Fidelity,Workers Comp,12/31/2024,USD,NJ,81,83,98,54,5,72.8,21,84.69,98.77,449,14.79,98.61,-1.47,0.18
Northeast Fidelity,Workers Comp,12/31/2023,USD,NY,52,53,64,36,4,76.9,12,82.81,100,296,14.7,94.26,-1.47,0.61
Northeast Fidelity,Workers Comp,12/31/2024,USD,NY,531,542,635,353,35,73.1,127,85.35,96.99,254,14.39,95.79,-1.47,0.03
Northeast Fidelity,Workers Comp,12/31/2023,USD,OR,19,20,25,13,1,73.7,5,80,100,557,19.43,96.39,-1.47,0.02
Northeast Fidelity,Workers Comp,12/31/2024,USD,OR,115,117,137,76,7,72.2,28,85.4,96.52,740,11.79,96.17,-1.47,0.12
Northeast Fidelity,Workers Comp,12/31/2023,USD,VA,65,66,80,46,5,78.5,16,82.5,103.08,257,12.8,95.23,-1.47,0.81
Northeast Fidelity,Workers Comp,12/31/2024,USD,VA,264,269,316,176,17,73.1,65,85.13,97.73,185,18.16,96.78,-1.47,0.14
Northeast Fidelity,Workers Comp,12/31/2023,USD,WA,15,16,20,11,1,80,4,80,106.67,131,11.51,95.28,-1.47,0.82
Northeast Fidelity,Workers Comp,12/31/2024,USD,WA,28,29,35,19,2,75,7,82.86,100,584,12.58,98.23,-1.47,0.14
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,CA,862,888,966,599,69,77.5,193,91.93,99.88,35,15,93.38,8.68,2.65
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,CA,725,747,785,477,47,72.3,168,95.16,95.45,25,5.6,93.86,10.47,6.77
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,FL,1344,1384,1506,934,108,77.5,290,91.9,99.11,37,11.8,93.33,11.39,2.05
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,FL,343,353,372,226,22,72.3,99,94.89,101.17,25,12.8,92.4,10.63,5.5
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,MA,105,108,117,73,8,77.1,24,92.31,100,41,7.7,93.29,8.93,2.63
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,MA,388,400,420,255,25,72.2,99,95.24,97.68,22,13.58,90.45,10.37,7.27
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,MD,896,923,1004,623,72,77.6,250,91.93,105.47,30,14.95,92.11,9.38,2.56
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,MD,592,610,641,390,38,72.3,165,95.16,100.17,20,9.82,93.54,9.24,5.93
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,NC,46,47,52,32,4,78.3,11,90.38,102.17,35,13.46,91.94,10.71,2.45
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,NC,202,208,219,133,13,72.3,50,94.98,97.03,26,9.53,91.28,11.2,9.34
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,NJ,173,178,194,120,14,77.5,52,91.75,107.51,36,12.03,92.09,8.64,2.77
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,NJ,210,216,227,138,14,72.4,56,95.15,99.05,27,5.14,94.39,10.75,7.6
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,NY,92,95,103,64,7,77.2,26,92.23,105.43,40,9.57,92.57,8.36,2.71
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,NY,103,106,111,68,7,72.8,30,95.5,101.94,20,13.08,91.47,8.22,9.36
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,OR,270,278,303,188,22,77.8,75,91.75,105.56,33,8.11,89.22,9.84,2.86
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,OR,2462,2536,2666,1620,160,72.3,538,95.12,94.15,18,8.42,90.89,8.53,6.32
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,VA,436,449,488,303,35,77.5,112,92.01,103.21,36,6.25,93.59,8.81,2.43
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,VA,49,50,53,32,3,71.4,10,94.34,91.84,20,13.79,90.36,10.3,5
Pacific Crest Underwriters,Commercial Auto,12/31/2023,USD,WA,94,97,105,65,7,76.6,25,92.38,103.19,35,14.07,91.84,8.77,2.32
Pacific Crest Underwriters,Commercial Auto,12/31/2024,USD,WA,1039,1070,1125,684,68,72.4,307,95.11,101.92,23,7.98,92.7,9.01,8.38
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,CA,554,565,571,371,47,75.5,199,98.95,111.37,26,0.63,95.62,13.3,1.76
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,CA,320,326,329,209,21,71.9,111,99.09,106.56,19,0.9,95.78,11.97,4.04
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,FL,446,455,460,299,38,75.6,161,98.91,111.66,20,0.64,96.45,12.32,1.31
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,FL,79,81,82,52,5,72.2,27,98.78,106.33,19,0.23,96.09,14.06,2.73
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,MA,933,952,962,625,79,75.5,336,98.96,111.47,19,0.24,96.2,12.35,1.17
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,MA,661,674,681,431,43,71.7,213,98.97,103.93,28,0.35,96.19,15,2.12
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,MD,1142,1165,1177,765,97,75.5,411,98.98,111.47,21,0.81,95.93,10.99,1.36
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,MD,19,20,21,12,1,68.4,7,95.24,105.26,21,0.57,97.35,12.1,3.05
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,NC,137,140,141,92,12,75.9,49,99.29,111.68,27,0.2,96.04,13.3,1.48
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,NC,111,113,114,72,7,71.2,36,99.12,103.6,21,0.77,97.75,12.17,4.05
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,NJ,1474,1503,1518,987,125,75.4,531,99.01,111.47,20,0.36,94.76,13.22,1.63
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,NJ,211,215,217,138,14,72,68,99.08,104.27,28,0.24,97.25,12.21,3.16
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,NY,1202,1226,1238,805,102,75.5,433,99.03,111.48,18,0.26,95.12,11.2,1.86
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,NY,560,571,577,365,36,71.6,186,98.96,104.82,18,0.47,96.9,12.64,2.61
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,OR,1182,1206,1218,792,100,75.5,426,99.01,111.51,22,0.74,94.14,14.66,1.81
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,OR,127,130,131,83,8,71.7,41,99.24,103.94,28,0.75,96.47,15,3.51
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,VA,233,238,240,156,20,75.5,84,99.17,111.59,28,0.34,96.51,11.86,1.62
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,VA,211,215,217,138,14,72,72,99.08,106.16,28,0.44,97.66,13.67,4.23
Pacific Crest Underwriters,Homeowners,12/31/2023,USD,WA,233,238,240,156,20,75.5,84,99.17,111.59,24,0.83,95.44,10.46,1.27
Pacific Crest Underwriters,Homeowners,12/31/2024,USD,WA,207,211,213,135,13,71.5,72,99.06,106.28,29,0.33,97.72,12.06,2.37
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,CA,2367,2438,2722,1546,189,73.3,749,89.57,104.94,18,3.58,96.27,10.77,2.14
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,CA,952,981,1085,609,71,71.4,277,90.41,100.53,20,2.72,97.51,11.71,7.27
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,FL,1837,1892,2112,1200,147,73.3,574,89.58,104.57,31,2.36,96.58,14.61,2.02
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,FL,2023,2084,2305,1294,152,71.5,602,90.41,101.24,15,2.41,95.51,13.56,7.98
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,MA,446,459,513,291,36,73.3,139,89.47,104.48,28,3.15,94.07,12.06,2.27
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,MA,72,74,82,46,5,70.8,22,90.24,101.39,11,2.16,95.12,12.38,5.21
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,MD,3101,3194,3566,2026,248,73.3,974,89.57,104.74,20,2.34,96.41,10.66,2.27
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,MD,913,940,1039,584,69,71.5,270,90.47,101.1,17,2.67,96.86,14.32,6.49
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,NC,792,816,911,517,63,73.2,252,89.57,105.05,17,3.46,95.16,11.04,2.02
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,NC,2102,2165,2395,1345,158,71.5,627,90.4,101.33,10,3.45,95.16,14.02,10
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,NJ,139,143,159,91,11,73.4,43,89.94,104.32,23,3.94,94.78,14.98,2.22
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,NJ,964,993,1098,617,72,71.5,282,90.44,100.73,21,2.01,97.64,14.96,8.4
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,NY,13,14,17,8,1,69.2,4,82.35,100,18,3.19,94.62,11.17,2.8
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,NY,841,866,958,538,63,71.5,244,90.4,100.48,26,2.88,97.02,14.51,7.44
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,OR,604,622,694,395,48,73.3,193,89.63,105.3,17,2.91,96.99,13.32,2.88
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,OR,192,198,219,123,14,71.4,58,90.41,101.56,17,3.32,98,11.27,6.21
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,VA,422,435,485,276,34,73.5,134,89.69,105.21,28,2.22,94.27,10.9,2.92
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,VA,496,511,565,317,37,71.4,148,90.44,101.21,21,3.19,95.94,13.28,8.83
Pacific Crest Underwriters,Personal Auto,12/31/2023,USD,WA,1845,1900,2121,1205,148,73.3,601,89.58,105.91,13,3.96,96.6,10.98,2.4
Pacific Crest Underwriters,Personal Auto,12/31/2024,USD,WA,641,660,730,410,48,71.5,197,90.41,102.18,15,3.61,96.58,10,6.33
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,CA,1888,1926,2315,1322,132,77,449,83.2,100.79,324,16.71,94.03,-1.47,0.38
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,CA,61,62,73,41,4,73.8,15,84.93,98.36,153,16.27,98.04,-1.47,0.09
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,FL,1580,1612,1938,1106,111,77,375,83.18,100.76,306,18.26,96.2,-1.47,0.39
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,FL,32,33,39,21,2,71.9,8,84.62,96.88,513,11,95.49,-1.47,0.06
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,MA,605,617,742,424,42,77,152,83.15,102.15,124,10.82,95.06,-1.47,1.11
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,MA,100,102,120,66,7,73,24,85,97,473,10.33,95.44,-1.47,0.43
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,MD,250,255,307,175,18,77.2,60,83.06,101.2,285,14.45,94.52,-1.47,0.6
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,MD,24,25,30,16,2,75,6,83.33,100,408,16.72,96.81,-1.47,0.38
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,NC,147,150,181,103,10,76.9,34,82.87,100,254,19.32,94.03,-1.47,1.64
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,NC,17,18,22,11,1,70.6,4,81.82,94.12,445,13.01,98.52,-1.47,0.18
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,NJ,391,399,480,274,27,77,98,83.12,102.05,326,17.52,95.53,-1.47,0.14
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,NJ,4,5,7,3,0,75,1,71.43,100,159,15.98,98.57,-1.47,0.49
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,NY,1122,1144,1375,785,79,77,260,83.2,100.18,289,19.94,97.5,-1.47,1.17
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,NY,21,22,27,14,1,71.4,5,81.48,95.24,413,10.91,95.35,-1.47,0.13
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,OR,305,311,374,214,21,77,79,83.16,102.95,169,15.29,95.25,-1.47,0.25
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,OR,15,16,20,10,1,73.3,3,80,93.33,196,19.38,97.29,-1.47,0.2
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,VA,60,61,74,42,4,76.7,14,82.43,100,174,16.61,96.71,-1.47,0.97
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,VA,102,104,122,68,7,73.5,24,85.25,97.06,371,17.22,95.67,-1.47,0.37
Pacific Crest Underwriters,Workers Comp,12/31/2023,USD,WA,40,41,50,28,3,77.5,9,82,100,375,13.55,96.96,-1.47,1.03
Pacific Crest Underwriters,Workers Comp,12/31/2024,USD,WA,5,6,8,3,0,60,1,75,80,343,18.68,97.84,-1.47,0.23
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,CA,462,476,518,321,37,77.5,104,91.89,100,38,9.67,92.84,8,2.7
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,CA,368,379,399,242,24,72.3,95,94.99,98.1,16,10.41,92.11,8.42,8.11
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,FL,2785,2868,3120,1936,223,77.5,721,91.92,103.41,36,6.77,90.66,9.52,2.54
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,FL,586,604,635,386,38,72.4,167,95.12,100.85,25,8.18,93.72,8.42,7.86
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,MA,1586,1633,1776,1103,127,77.6,318,91.95,97.6,34,8.14,89,9.14,2.66
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,MA,204,210,221,134,13,72.1,58,95.02,100.49,22,6.54,92.32,8.65,8.74
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,MD,2396,2468,2685,1666,192,77.5,628,91.92,103.76,40,10.87,91.47,8.13,2.53
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,MD,230,237,249,151,15,72.2,50,95.18,93.91,18,12.99,91.92,9.77,9.24
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,NC,626,645,701,435,50,77.5,174,92.01,105.27,41,6.99,91.63,10.4,2.77
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,NC,405,417,438,267,26,72.3,116,95.21,100.99,23,9.69,91.23,10.16,7.63
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,NJ,345,355,387,240,28,77.7,78,91.73,100.29,39,13.55,91.28,10.31,2.15
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,NJ,204,210,221,134,13,72.1,60,95.02,101.47,17,10.93,91.51,8.56,9.63
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,NY,407,419,456,283,33,77.6,100,91.89,102.21,42,12.88,90.57,8.16,2.6
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,NY,134,138,145,88,9,72.4,35,95.17,98.51,26,14.75,94.79,10.81,8.52
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,OR,1991,2051,2232,1384,159,77.5,594,91.89,107.33,35,12.65,90.14,9.14,2.19
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,OR,255,263,277,168,17,72.5,60,94.95,96.08,26,14.86,90.79,9.12,8.09
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,VA,2195,2261,2460,1526,176,77.5,617,91.91,105.65,39,9.52,91.66,11.31,2.4
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,VA,280,288,303,184,18,72.1,65,95.05,95.36,23,14.39,94.88,9.14,6.87
Pioneer Assurance Group,Commercial Auto,12/31/2023,USD,WA,243,250,271,169,19,77.4,68,92.25,105.35,35,11.53,90.71,10.29,2.63
Pioneer Assurance Group,Commercial Auto,12/31/2024,USD,WA,17,18,20,11,1,70.6,4,90,94.12,23,7.47,91.56,8.65,5
Pioneer Assurance Group,Homeowners,12/31/2023,USD,CA,76,78,79,51,6,75,27,98.73,110.53,23,0.66,95.41,12.16,1.5
Pioneer Assurance Group,Homeowners,12/31/2024,USD,CA,5524,5634,5690,3605,359,71.8,1827,99.02,104.83,28,0.33,95.94,11.72,4.12
Pioneer Assurance Group,Homeowners,12/31/2023,USD,FL,223,227,229,149,19,75.3,80,99.13,111.21,28,0.22,94.68,14.52,1.35
Pioneer Assurance Group,Homeowners,12/31/2024,USD,FL,10983,11203,11315,7168,714,71.8,3742,99.01,105.84,26,0.5,98,12.25,3.93
Pioneer Assurance Group,Homeowners,12/31/2023,USD,MA,891,909,918,597,76,75.5,321,99.02,111.56,21,0.23,94.67,14.96,1.27
Pioneer Assurance Group,Homeowners,12/31/2024,USD,MA,1395,1423,1437,910,91,71.8,469,99.03,105.38,25,0.53,96.24,10.44,3.13
Pioneer Assurance Group,Homeowners,12/31/2023,USD,MD,271,276,279,181,23,75.3,98,98.92,111.44,25,0.22,95.76,12.5,1.01
Pioneer Assurance Group,Homeowners,12/31/2024,USD,MD,718,732,739,469,47,71.9,233,99.05,104.32,21,0.84,97.47,13.02,4.93
Pioneer Assurance Group,Homeowners,12/31/2023,USD,NC,326,333,336,218,28,75.5,117,99.11,111.35,20,0.6,94.84,14.93,1.35
Pioneer Assurance Group,Homeowners,12/31/2024,USD,NC,356,363,367,232,23,71.6,114,98.91,103.65,23,0.67,98,14.02,4.54
Pioneer Assurance Group,Homeowners,12/31/2023,USD,NJ,278,284,287,186,24,75.5,100,98.95,111.51,23,0.73,94.36,14.63,1.3
Pioneer Assurance Group,Homeowners,12/31/2024,USD,NJ,12266,12511,12636,8005,797,71.8,4138,99.01,105.49,30,0.66,97.32,13.5,2.97
Pioneer Assurance Group,Homeowners,12/31/2023,USD,NY,476,486,491,319,40,75.4,171,98.98,111.34,25,0.33,96.46,14.34,1.51
Pioneer Assurance Group,Homeowners,12/31/2024,USD,NY,10571,10782,10890,6899,687,71.8,3393,99.01,103.86,26,0.9,95.54,11.4,2.08
Pioneer Assurance Group,Homeowners,12/31/2023,USD,OR,340,347,350,228,29,75.6,122,99.14,111.47,22,0.75,95.13,14.34,1.09
Pioneer Assurance Group,Homeowners,12/31/2024,USD,OR,6596,6728,6795,4305,429,71.8,2165,99.01,104.59,28,0.48,96.82,13.68,2.93
Pioneer Assurance Group,Homeowners,12/31/2023,USD,VA,156,159,161,104,13,75,56,98.76,110.9,22,0.21,94.96,11.94,1.27
Pioneer Assurance Group,Homeowners,12/31/2024,USD,VA,1902,1940,1959,1241,124,71.8,678,99.03,107.41,26,0.48,95.42,13.89,2.61
Pioneer Assurance Group,Homeowners,12/31/2023,USD,WA,56,57,58,37,5,75,20,98.28,110.71,20,0.74,95.2,14.09,1.03
Pioneer Assurance Group,Homeowners,12/31/2024,USD,WA,3895,3973,4013,2542,253,71.8,1384,99,107.29,23,0.86,97.56,11.58,3.66
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,CA,3622,3731,4165,2366,290,73.3,1176,89.58,105.8,24,2.26,95.92,14.6,2.35
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,CA,485,500,553,310,36,71.3,144,90.42,101.03,16,3.55,97.18,14.65,6.02
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,FL,6097,6280,7012,3983,488,73.3,1999,89.56,106.12,20,2.15,96.05,10.8,3
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,FL,1175,1210,1338,752,88,71.5,355,90.43,101.7,15,3.43,95.76,11.13,6.05
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,MA,616,635,709,402,49,73.2,193,89.56,104.55,16,2.73,95.96,10.09,2.81
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,MA,657,677,749,420,49,71.4,192,90.39,100.61,18,2.25,96.63,13.27,8.56
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,MD,1134,1168,1304,741,91,73.4,367,89.57,105.73,16,2.23,96.59,12.61,2.58
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,MD,1162,1197,1324,743,87,71.4,341,90.41,100.77,14,2.98,96.83,13.89,8.23
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,NC,558,575,642,365,45,73.5,179,89.56,105.56,20,2.91,94.49,14.43,2.29
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,NC,754,777,859,482,57,71.5,234,90.45,102.52,19,3.31,98,10.68,5.56
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,NJ,5114,5267,5881,3341,409,73.3,1586,89.56,104.34,23,3.14,94,11.86,2.3
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,NJ,976,1005,1111,624,73,71.4,283,90.46,100.41,19,2.44,97.23,14.16,5.63
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,NY,531,547,610,347,42,73.3,175,89.67,106.21,22,2.65,95.78,10.79,2.51
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,NY,1739,1791,1981,1112,130,71.4,525,90.41,101.61,25,2,95.43,10,8.17
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,OR,1198,1234,1377,783,96,73.4,374,89.62,104.59,18,2.12,95.11,15,2.56
